,,1,A,,,Los criminales ya no respetan ni los domingos.,Criminals don't even respect Sundays anymore.
,,1,A,,,Con las ganas que tenía de pasar el día pescando en mi casa de Emerald Lake...,I was so looking forward to spending the day fishing at my cabin on Emerald Lake....
,,1,A,,,"No conocemos la situación del interior, ¿verdad?","We don't know the situation inside, do we?"
,,1,A,,,Nuestra prioridad es asegurar el estado de los rehenes y evitar más daños.,Our priority is to secure the hostages and prevent further damage.
,,1,A,,,¡Quiero un perímetro de seguridad que corte las salidas a pie y también por las alcantarillas!,I want a security perimeter that cuts off the exits on foot and also through the sewers!
,,1,A,,,No quiero sorpresas como con la joyería de Baker Street el año pasado.,I don't want any surprises like we had with the Baker Street jewelry store last year.
,,1,A,WALKIE,,"Los secuestradores han dejado un walkie, ¿cierto? ","The kidnappers have left a walkie for us, right?"
,,1,A,,,Es una buena señal. Parece que están dispuestos a colaborar.,That's a good sign. It looks like they're willing to cooperate.
,,1,A,,,"A todo esto, ¿donde diablos está Torres? ¡Debería estar ya en posición!","By the way, where the hell is Torres? She should be in position by now!"
,,1,A,,,Esa chica va a acabar conmigo...,That kid is going to be the end of me...
0,,1,A,,,"Veamos que quieren estos condenados secuestradores, cada segundo cuenta.","Let's see what these damn kidnappers want, every second counts."
